,Before Accuracy,After Accuracy,Accuracy Change
0,0.5283471652834717,0.44265573442655737,-0.08569143085691433
1,0.5202479752024798,0.5438456154384561,0.023597640235976325
2,0.5416458354164584,0.5556444355564444,0.013998600139985995
3,0.44285571442855715,0.49955004499550043,0.056694330566943285
4,0.505949405059494,0.5155484451554845,0.009599040095990441
5,0.5364463553644635,0.5046495350464953,-0.031796820317968155
6,0.5052494750524947,0.5632436756324367,0.05799420057994198
7,0.5901409859014098,0.5212478752124787,-0.06889311068893111
8,0.44455554444555545,0.44165583441655837,-0.0028997100289970823
9,0.5282471752824718,0.537046295370463,0.008799120087991219
10,0.514048595140486,0.5576442355764424,0.04359564043595643
11,0.5412458754124587,0.47065293470652936,-0.07059294070592936
12,0.5254474552544746,0.5394460553944606,0.013998600139985995
13,0.5033496650334967,0.49335066493350666,-0.009999000099989996
14,0.5349465053494651,0.4998500149985001,-0.03509649035096496
15,0.523947605239476,0.5282471752824718,0.004299570042995748
16,0.50994900509949,0.5548445155484452,0.04489551044895512
17,0.46005399460054,0.5170482951704829,0.056994300569942924
18,0.5651434856514349,0.4560543945605439,-0.10908909109089099
19,0.49355064493550643,0.5298470152984701,0.03629637036296368
20,0.5393460653934606,0.49635036496350365,-0.042995700429956984
21,0.5189481051894811,0.5149485051494851,-0.0039996000399959986
22,0.5676432356764324,0.49265073492650735,-0.07499250074992503
23,0.5760423957604239,0.5281471852814719,-0.047895210478952066
24,0.4901509849015098,0.5393460653934606,0.049195080491950816
25,0.49035096490350966,0.5038496150384961,0.013498650134986467
26,0.5368463153684632,0.5110488951104889,-0.02579742025797427
27,0.5221477852214779,0.5352464753524647,0.013098690130986856
28,0.45515448455154484,0.521047895210479,0.06589341065893417
29,0.5294470552944706,0.5432456754324567,0.013798620137986162
30,0.5309469053094691,0.567043295670433,0.036096390360963904
31,0.5773422657734226,0.5146485351464853,-0.06269373062693728
32,0.47765223477652236,0.48165183481651835,0.0039996000399959986
33,0.48325167483251674,0.501949805019498,0.0186981301869813
34,0.5036496350364964,0.5235476452354765,0.019898010198980076
35,0.5613438656134386,0.49625037496250374,-0.0650934906509349
36,0.5062493750624938,0.5243475652434757,0.01809819018098191
37,0.545045495450455,0.48755124487551244,-0.05749425057494256
38,0.5583441655834417,0.5404459554044595,-0.017898210178982188
39,0.49535046495350465,0.5014498550144986,0.0060993900609939145
40,0.502049795020498,0.47895210478952105,-0.02309769023097691
41,0.5345465453454654,0.5356464353564644,0.0010998900109989718
42,0.5396460353964604,0.591040895910409,0.05139486051394859
43,0.567043295670433,0.5211478852114788,-0.04589541045895418
44,0.5417458254174583,0.5631436856314369,0.021397860213978603
45,0.5428457154284572,0.5515448455154485,0.008699130086991302
46,0.5535446455354465,0.5109489051094891,-0.042595740425957374
47,0.5600439956004399,0.533046695330467,-0.026997300269972935
48,0.5437456254374563,0.5268473152684732,-0.016898310168983133
49,0.43045695430456954,0.4794520547945205,0.04899510048995098
50,0.49345065493450657,0.5195480451954805,0.026097390260973907
51,0.526047395260474,0.5633436656334366,0.03729627037296268
52,0.5343465653434657,0.47695230476952305,-0.057394260573942646
53,0.5448455154484552,0.5011498850114988,-0.043695630436956345
54,0.5282471752824718,0.5860413958604139,0.057794220577942146
55,0.5258474152584741,0.5171482851714828,-0.008699130086991302
56,0.541045895410459,0.5527447255274472,0.011698830116988246
57,0.49735026497350265,0.5076492350764924,0.010298970102989746
58,0.47925207479252074,0.5435456454354565,0.06429357064293573
59,0.5142485751424858,0.5178482151784821,0.003599640035996332
60,0.5374462553744626,0.5263473652634737,-0.011098890110988857
61,0.5225477452254774,0.5660433956604339,0.04349565043495651
62,0.46085391460853914,0.5288471152884712,0.06799320067993203
63,0.5577442255774423,0.5383461653834617,-0.019398060193980604
64,0.5642435756424358,0.5460453954604539,-0.018198180181981827
65,0.5413458654134586,0.528047195280472,-0.01329867013298669
66,0.5328467153284672,0.4380561943805619,-0.09479052094790524
67,0.5409459054094591,0.5165483451654834,-0.024397560243975658
68,0.5268473152684732,0.5362463753624638,0.009399060093990608
69,0.5641435856414359,0.5545445455454454,-0.009599040095990441
70,0.5726427357264273,0.5128487151284872,-0.059794020597940145
71,0.5540445955404459,0.5612438756124387,0.007199280071992775
72,0.5056494350564944,0.5296470352964704,0.02399760023997599
73,0.50994900509949,0.5448455154484552,0.034896510348965126
74,0.5207479252074793,0.512048795120488,-0.008699130086991302
75,0.5181481851814819,0.5237476252374762,0.005599440055994331
76,0.5028497150284972,0.6153384661533846,0.11248875112488743
77,0.517948205179482,0.541945805419458,0.02399760023997599
78,0.5046495350464953,0.5763423657634237,0.07169283071692834
79,0.49575042495750427,0.575942405759424,0.08019198080191975
80,0.5008499150084992,0.49555044495550443,-0.005299470052994748
81,0.5215478452154785,0.5422457754224578,0.020697930206979298
82,0.5256474352564744,0.46805319468053197,-0.057594240575942424
83,0.5204479552044795,0.5211478852114788,0.0006999300069993053
84,0.5238476152384761,0.5680431956804319,0.04419558044195582
85,0.4727527247275273,0.5453454654534546,0.07259274072592736
86,0.5008499150084992,0.5203479652034797,0.01949805019498052
87,0.5578442155784421,0.5382461753824618,-0.019598040195980326
88,0.5587441255874412,0.49135086491350866,-0.06739326067393259
89,0.5363463653634637,0.5938406159384062,0.05749425057494251
90,0.5361463853614639,0.5226477352264773,-0.013498650134986523
91,0.5600439956004399,0.5142485751424858,-0.04579542045795415
92,0.5342465753424658,0.5460453954604539,0.011798820117988162
93,0.5108489151084892,0.5768423157684232,0.06599340065993398
94,0.5235476452354765,0.5438456154384561,0.02029797020297963
95,0.5517448255174483,0.5194480551944806,-0.03229677032296774
96,0.536046395360464,0.5529447055294471,0.016898310168983133
97,0.48365163483651635,0.5471452854714528,0.06349365063493645
98,0.5475452454754525,0.519048095190481,-0.028497150284971462
99,0.6024397560243976,0.5492450754924507,-0.05319468053194687
