,Before Accuracy,After Accuracy,Accuracy Change
0,0.5787421257874212,0.6576342365763423,0.07889211078892111
1,0.5235476452354765,0.5882411758824118,0.06469353064693528
2,0.563943605639436,0.49645035496450357,-0.06749325067493245
3,0.5431456854314568,0.5845415458454155,0.04139586041395871
4,0.5506449355064493,0.6098390160983902,0.05919408059194087
5,0.5331466853314668,0.7394260573942606,0.2062793720627938
6,0.4694530546945305,0.7365263473652635,0.26707329267073293
7,0.5415458454154585,0.752024797520248,0.2104789521047895
8,0.5407459254074592,0.6647335266473353,0.12398760123987607
9,0.49345065493450657,0.6947305269473053,0.20127987201279873
10,0.5192480751924807,0.6558344165583442,0.13658634136586345
11,0.5648435156484352,0.5711428857114289,0.006299370062993748
12,0.46235376462353767,0.5122487751224878,0.04989501049895012
13,0.5547445255474452,0.49965003499650035,-0.0550944905509449
14,0.5524447555244476,0.6264373562643736,0.07399260073992597
15,0.5564443555644436,0.8171182881711829,0.2606739326067393
16,0.5613438656134386,0.7339266073392661,0.17258274172582744
17,0.5597440255974403,0.5675432456754325,0.007799220077992164
18,0.525047495250475,0.5647435256474352,0.039696030396960236
19,0.5754424557544245,0.6165383461653835,0.04109589041095896
20,0.5573442655734426,0.624937506249375,0.06759324067593242
21,0.5024497550244975,0.537046295370463,0.03459654034596549
22,0.43775622437756223,0.587041295870413,0.14928507149285075
23,0.5175482451754825,0.5522447755224478,0.03469653034696529
24,0.553944605539446,0.4931506849315068,-0.0607939206079392
25,0.47315268473152683,0.5518448155184481,0.07869213078692128
26,0.5198480151984801,0.673032696730327,0.15318468153184683
27,0.5494450554944506,0.8092190780921907,0.2597740225977402
28,0.5349465053494651,0.7948205179482052,0.2598740125987401
29,0.5263473652634737,0.575942405759424,0.049595040495950315
30,0.5257474252574742,0.5172482751724827,-0.00849915008499147
31,0.5357464253574643,0.6417358264173583,0.10598940105989396
32,0.567043295670433,0.5236476352364764,-0.043395660433956595
33,0.5812418758124187,0.5857414258574143,0.004499550044995582
34,0.49475052494750527,0.6672332766723328,0.17248275172482752
35,0.5678432156784322,0.6950304969503049,0.12718728127187273
36,0.5592440755924407,0.7368263173682632,0.1775822417758225
37,0.5506449355064493,0.5855414458554145,0.034896510348965126
38,0.5253474652534746,0.7545245475452454,0.2291770822917708
39,0.5763423657634237,0.6873312668733127,0.11098890110988902
40,0.5037496250374962,0.8737126287371263,0.3699630036996301
41,0.5535446455354465,0.7436256374362564,0.19008099190080996
42,0.5481451854814519,0.5381461853814619,-0.009999000099989996
43,0.5325467453254674,0.5457454254574543,0.013198680131986884
44,0.5303469653034697,0.7090290970902909,0.17868213178682124
45,0.5267473252674733,0.7632236776322368,0.2364763523647635
46,0.5071492850714928,0.5926407359264073,0.0854914508549145
47,0.5337466253374663,0.6852314768523148,0.15148485151484847
48,0.5238476152384761,0.8286171382861713,0.3047695230476952
49,0.52004799520048,0.49055094490550943,-0.029497050294970517
50,0.49665033496650335,0.6617338266173383,0.1650834916508349
51,0.543045695430457,0.675032496750325,0.13198680131986795
52,0.47215278472152783,0.6879312068793121,0.21577842215778426
53,0.5232476752324767,0.7042295770422957,0.180981901809819
54,0.5460453954604539,0.6371362863713629,0.09109089091090894
55,0.49085091490850913,0.7064293570642936,0.21557844215578442
56,0.5243475652434757,0.6058394160583942,0.0814918508149185
57,0.557944205579442,0.6255374462553744,0.06759324067593242
58,0.5463453654634537,0.6493350664933507,0.10298970102989702
59,0.4654534546545345,0.798020197980202,0.33256674332566744
60,0.5129487051294871,0.5334466553344666,0.020497950204979465
61,0.5182481751824818,0.668933106689331,0.15068493150684925
62,0.5613438656134386,0.6876312368763123,0.1262873712628737
63,0.49475052494750527,0.7511248875112488,0.2563743625637436
64,0.5258474152584741,0.7025297470252975,0.17668233176682335
65,0.5866413358664133,0.6845315468453155,0.09789021097890216
66,0.5296470352964704,0.6026397360263973,0.07299270072992692
67,0.5661433856614339,0.6304369563043696,0.06429357064293573
68,0.5955404459554045,0.7775222477752225,0.18198180181981805
69,0.4991500849915009,0.7314268573142686,0.23227677232276772
70,0.44225577442255776,0.5286471352864713,0.08639136086391358
71,0.525947405259474,0.6975302469753024,0.17158284171582838
72,0.5955404459554045,0.5945405459454055,-0.0009999000099989441
73,0.5480451954804519,0.6091390860913909,0.06109389061093895
74,0.45225477452254775,0.6322367763223677,0.17998200179982
75,0.4961503849615039,0.6343365663433657,0.13818618138186178
76,0.5092490750924907,0.5766423357664233,0.06739326067393259
77,0.5208479152084792,0.5346465353464653,0.013798620137986162
78,0.5297470252974702,0.6895310468953104,0.15978402159784022
79,0.48365163483651635,0.6302369763023697,0.1465853414658534
80,0.5312468753124687,0.6498350164983502,0.11858814118588146
81,0.46725327467253275,0.69003099690031,0.22277772222777725
82,0.5298470152984701,0.5840415958404159,0.054194580541945814
83,0.5596440355964404,0.6547345265473453,0.09509049095090494
84,0.5372462753724627,0.5426457354264573,0.005399460053994609
85,0.5241475852414759,0.7736226377362264,0.24947505249475055
86,0.5552444755524447,0.6061393860613938,0.05089491050894912
87,0.5534446555344466,0.7188281171882812,0.16538346165383466
88,0.4931506849315068,0.48135186481351866,-0.011798820117988162
89,0.5316468353164684,0.7346265373462654,0.20297970202979698
90,0.5157484251574842,0.793020697930207,0.2772722727727228
91,0.5131486851314868,0.6943305669433056,0.18118188181181882
92,0.5374462553744626,0.6572342765723428,0.11978802119788023
93,0.5313468653134686,0.6335366463353664,0.1021897810218978
94,0.5629437056294371,0.6832316768323168,0.1202879712028797
95,0.4781521847815218,0.6875312468753124,0.2093790620937906
96,0.5329467053294671,0.7273272672732727,0.1943805619438056
97,0.533946605339466,0.5843415658434157,0.05039496050394965
98,0.5227477252274773,0.6307369263073692,0.10798920107989196
99,0.5473452654734526,0.7975202479752025,0.25017498250174985
